descricao;dados_imovel;caracteristicas;coordenadas;link;preco;anunciante
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '55m²', 'ANO DE CONSTRUÇÃO': '2025', 'REFERÊNCIA': 'CasaSAPO_APTADF142', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '5 830', 'CLIQUES': '45', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Cozinha(s): 1', 'Hall de Quartos: 1', 'Open Space', 'Sala(s): 1', 'Total quarto(s): 1'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Centro Comercial', 'Centro da Cidade', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Mercado', 'Metro', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Vista para Cidade', 'Zona Histórica'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Combinado', 'Elevador', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Placa de Indução', 'Poliban/Base de Duche', 'Roupeiros', 'Vidros Duplos'], 'conforto-e-lazer': ['Contemporâneo', 'Cosmopolita', 'Luz Natural'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2025-12-31', 'Piso: 2'], 'areas': ['Área Bruta: 55.84'], 'infraestruturas': ['Acesso Pavimentado', 'Arrecadação']};{'lat': '41.16225', 'long': '-8.61928'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-0e737551-3ca2-11f0-9e61-060000000056.html;267.500 €;IMOJOY Real Estate
Apartamento T3+2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '237m²', 'ANO DE CONSTRUÇÃO': '2029', 'REFERÊNCIA': 'CasaSAPO_92024', 'CERTIFICAÇÃO ENERGÉTICA': 'A+', 'VISUALIZAÇÕES': '1 027', 'CLIQUES': '27', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de Banho Privativa: 1', 'Casa(s) de Banho: 4', 'Cozinha(s): 1', 'Hall de Entrada: 1', 'Hall de Quartos: 1', 'Open Space: 1', 'Sala(s): 2', 'Suite(s): 3', 'Total quarto(s): 3', 'Varandas: 3', 'Total quarto(s) interiores: 2'], 'zona-envolvente': ['Centro Comercial', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Excelentes Acessos', 'Hipermercado', 'Hospital', 'Perto da praia', 'Transportes Públicos', 'Universidade', 'Zona Comercial'], 'seguranca': ['Vídeo vigilância'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Carregamento eléctrico de veículos', 'Combinado', 'Detector de Incêndio', 'Exaustor', 'Forno', 'Máquina de Lavar Roupa', 'Microondas', 'Painéis Fotovoltaicos', 'Painéis Solares', 'Piso Radiante: elétrico', 'Placa de Indução', 'Video Porteiro'], 'conforto-e-lazer': ['Cosmopolita', 'Praia'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2029-06-30', 'Piso: 2'], 'areas': ['Área Bruta: 237.00', 'Área Bruta Privativa: 237.00', 'Área Terraço: 68.00', 'Área Varanda: 19.00', 'Área Terraço: 53.00'], 'infraestruturas': ['Garagem: 3', 'Ginásio', 'Jardim', 'Lago', 'Terraço']};{'lat': '41.16461', 'long': '-8.67096'};https://casa.sapo.pt/comprar-apartamento-t3-porto-ramalde-boavista-f8403f3c-c75b-4b0b-a5cd-aadb49002a84.html;2.450.000 €;JLL Residential
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '57m²', 'ANO DE CONSTRUÇÃO': '2025', 'REFERÊNCIA': 'CasaSAPO_APTADF145', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '4 800', 'CLIQUES': '49', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Cozinha(s): 1', 'Hall de Quartos: 1', 'Open Space', 'Sala(s): 1', 'Total quarto(s): 1'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Centro Comercial', 'Centro da Cidade', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Mercado', 'Metro', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Vista para Cidade', 'Zona Histórica'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Combinado', 'Elevador', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Placa de Indução', 'Poliban/Base de Duche', 'Roupeiros', 'Vidros Duplos'], 'conforto-e-lazer': ['Contemporâneo', 'Cosmopolita', 'Luz Natural'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2025-12-31', 'Piso: 3'], 'areas': ['Área Bruta: 57.96'], 'infraestruturas': ['Acesso Pavimentado', 'Arrecadação']};{'lat': '41.1651918325', 'long': '-8.6208497955'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-d342740e-3ca5-11f0-9e61-060000000056.html;275.000 €;IMOJOY Real Estate
Apartamento T0 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '37m²', 'ÁREA BRUTA': '40m²', 'REFERÊNCIA': 'CasaSAPO_30439', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '1 300', 'CLIQUES': '16', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Sala(s): 1', 'Total quarto(s): Não', 'Varandas'], 'zona-envolvente': ['Auto-Estrada', 'Centro da Cidade', 'Escola', 'Farmácia', 'Hipermercado', 'Hospital', 'Polícia', 'Transportes Públicos', 'Universidade'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Elevador', 'Isolamento Acústico', 'Isolamento Térmico', 'Porta Alta Segurança', 'Porta Blindada', 'Porta Corta Fogo', 'Pré-Instalação de Aquecimento Central', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: 4'], 'areas': ['Área Bruta: 40.00', 'Área Útil: 37.00', 'Área Varanda: 3.00'], 'infraestruturas': ['Garagem: 1']};{'lat': '41.1786', 'long': '-8.58403'};https://casa.sapo.pt/comprar-apartamento-t0-porto-paranhos-costa-cabral-7d89e4d5-e95b-11ef-9e61-060000000056.html;222.500 €;Dils Portugal
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '79m²', 'ÁREA BRUTA': '79m²', 'REFERÊNCIA': 'CasaSAPO_18239', 'CERTIFICAÇÃO ENERGÉTICA': 'B-', 'VISUALIZAÇÕES': '1 588', 'CLIQUES': '30', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Banco', 'Biblioteca', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Hospital', 'Metro', 'Polícia', 'Praça Táxis', 'Transportes Públicos', 'Zona Comercial', 'Zona Histórica'], 'equipamentos': ['Alarme', 'Ar Condicionado', 'Elevador'], 'extras': ['Piso: 2'], 'areas': ['Área Bruta: 79.77', 'Área Útil: 79.77']};{'lat': '41.1443818', 'long': '-8.6090185'};https://casa.sapo.pt/comprar-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-baixa-(se)-ba8f69f7-f6ec-11ec-a521-060000000056.html;491.000 €;Dils Portugal
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '196m²', 'ÁREA BRUTA': '481m²', 'REFERÊNCIA': 'CasaSAPO_32224', 'CERTIFICAÇÃO ENERGÉTICA': 'A+', 'VISUALIZAÇÕES': '2 205', 'CLIQUES': '20', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de banho de serviço', 'Casa(s) de Banho: 3', 'Closet', 'Cozinha(s)', 'Despensa(s)', 'Hall de Entrada', 'Hall de Quartos', 'Open Space', 'Sala(s): 1', 'Sala(s) de Jantar', 'Suite(s)', 'Total quarto(s): 3', 'Varandas'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Centro de Saúde', 'Comércio Tradicional', 'Distância do Mar: 800mt', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Mercado', 'Metro', 'Perto da praia', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Terreno', 'Transportes Públicos', 'Universidade', 'Vista para Cidade', 'Vista para Jardim', 'Vista para Mar'], 'seguranca': ['CCTV', 'Vídeo vigilância', 'Vigilância'], 'equipamentos': ['Alarme', 'Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Carregamento eléctrico de veículos', 'Detector de Fumos', 'Detector de Incêndio', 'Detector de Intrusão', 'Detector de Inundação', 'Domótica', 'Elevador', 'Estores Electricos', 'Exaustor', 'Extracção de Fumos', 'Forno', 'Frigorífico', 'Isolamento Acústico', 'Isolamento Térmico', 'Janelas Alumínio', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Máquina de Secar Roupa', 'Microondas', 'Piso Radiante: elétrico', 'Placa Vitrocerâmica', 'Porta Alta Segurança', 'Roupeiros', 'Video Porteiro', 'Vidros Duplos'], 'conforto-e-lazer': ['Luz Natural'], 'extras': ['Piso: Não'], 'areas': ['Área Bruta: 481.00', 'Área do jardim: 285.00', 'Área Útil: 196.00'], 'servicos': ['Animais permitidos', 'Cozinha Equipada'], 'infraestruturas': ['Arrecadação', 'Estacionamento c/ carregamento elétrico', 'Garagem: 2', 'Jardim']};{'lat': '41.16149', 'long': '-8.67178'};https://casa.sapo.pt/comprar-apartamento-t3-porto-aldoar-foz-do-douro-e-nevogilde-foz-(foz-do-douro)-7e1ba596-3b15-4110-a8c3-d7686da3dc67.html;1.750.000 €;Dils Portugal
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '52m²', 'ÁREA BRUTA': '58m²', 'REFERÊNCIA': 'CasaSAPO_27952', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '4 012', 'CLIQUES': '33', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Corredor', 'Cozinha(s)', 'Hall de Entrada', 'Open Space', 'Sala(s): 1', 'Total quarto(s): 1', 'Varandas'], 'zona-envolvente': ['Aeroporto', 'Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Biblioteca', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Centro de Saúde', 'Condomínio Fechado', 'Escola', 'Espaços Verdes', 'Estação Ferroviária', 'Estação Rodoviária', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Piscinas', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Universidade', 'Vista para Jardim', 'Zona Comercial'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Combinado', 'Domótica', 'Elevador', 'Exaustor', 'Extracção de Fumos', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Microondas', 'Painéis Solares', 'Placa de Indução', 'Porta Alta Segurança', 'Porta Blindada', 'Roupeiros', 'Video Porteiro', 'Vidros Duplos'], 'conforto-e-lazer': ['Luz Natural'], 'extras': ['Piso: 2'], 'areas': ['Área Bruta: 58.50', 'Área Útil: 52.00', 'Área Varanda: 6.50'], 'infraestruturas': ['Acesso Mobilidade Reduzida', 'Arrecadação', 'Estacionamento Exterior', 'Estacionamento Interior', 'Garagem: 1', 'Ginásio', 'Jardim', 'Salão de Festas']};{'lat': '41.1537', 'long': '-8.64063'};https://casa.sapo.pt/comprar-apartamento-t1-porto-lordelo-do-ouro-e-massarelos-lordelo-(lordelo-do-ouro)-88a3d5e7-55d9-11ef-bf55-060000000056.html;400.000 €;Dils Portugal
Apartamento T4 Duplex para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '285m²', 'ÁREA BRUTA': '389m²', 'ANO DE CONSTRUÇÃO': '2025', 'REFERÊNCIA': 'CasaSAPO_17503', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '8 645', 'CLIQUES': '84', 'PARTILHAS': '1', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 5', 'Closet', 'Corredor', 'Cozinha(s): 1', 'Hall de Quartos', 'Lavandaria: 1', 'Número de pisos: 2', 'Sala(s): 1', 'Suite(s): 4', 'Total quarto(s): 4', 'Casa de banho de serviço: 1', 'Hall de Entrada', 'Sala(s) de Jantar', 'Varandas'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Banco', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Ginásio', 'Hospital', 'Transportes Públicos', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Centro de Saúde', 'Comércio Tradicional', 'Distância aeroporto: 15 minutos', 'Distância do Mar: 1 minuto', 'Distância escola: 3 minutos', 'Excelentes Acessos', 'Hipermercado', 'Mercado', 'Orientação Solar: Sul/Norte', 'Perto da praia', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Universidade', 'Vista para Cidade'], 'equipamentos': ['Elevador', 'Ar Condicionado', 'Banheira com Hidromassagem', 'Bomba de calor', 'Combinado', 'Estores Electricos', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Janelas Alumínio', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Máquina de Secar Roupa', 'Microondas', 'Placa de Indução', 'Porta Alta Segurança', 'Roupeiros', 'Toalheiros Aquecidos', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: Não', 'Conservação: Excelente', 'Fim da construção: 2025-11-30'], 'areas': ['Área de Quarto: 15.70', 'Área de Quarto: 18.70', 'Área de Quarto: 19.30', 'Área de Quarto: 17.60', 'Área de Casa de Banho: 1.90', 'Área de Casa de Banho: 4.90', 'Área de Casa de Banho: 6.10', 'Área de Casa de Banho: 11.20', 'Área de Casa de Banho: 4.80', 'Área de Sala: 49.30', 'Área Bruta: 389.20', 'Área de Cozinha: 28.10', 'Área Útil: 285.40', 'Área Terraço: 103.80'], 'infraestruturas': ['Garagem: 3', 'Jardim', 'Terraço']};{'lat': '41.1671826', 'long': '-8.6825585'};https://casa.sapo.pt/comprar-apartamento-t4-porto-aldoar-foz-do-douro-e-nevogilde-parque-da-cidade-do-porto-bca2af15-9e0c-11ec-a521-060000000056.html;2.081.688 €;Dils Portugal
Apartamento T1 para comprar no Porto;{'ESTADO': 'Renovado', 'ÁREA ÚTIL': '58m²', 'ÁREA BRUTA': '63m²', 'REFERÊNCIA': 'CasaSAPO_31460', 'CERTIFICAÇÃO ENERGÉTICA': 'B', 'VISUALIZAÇÕES': '1 032', 'CLIQUES': '32', 'PARTILHAS': '2', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Sala(s): 1', 'Total quarto(s): 1'], 'zona-envolvente': ['Centro da Cidade', 'Escola', 'Farmácia', 'Polícia', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Piso: 5'], 'areas': ['Área Bruta: 63.00', 'Área Útil: 58.00', 'Área Varanda: 4.00', 'Área Varanda: 1.00']};{'lat': '41.1505006235', 'long': '-8.6068667367'};https://casa.sapo.pt/comprar-apartamento-t1-porto-bonfim-bolhao-b4ec7c1a-0ee3-11f0-9e61-060000000056.html;375.000 €;Dils Portugal
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '94m²', 'ANO DE CONSTRUÇÃO': '2026', 'REFERÊNCIA': 'CasaSAPO_APTADF207', 'CERTIFICAÇÃO ENERGÉTICA': 'D', 'VISUALIZAÇÕES': '3 268', 'CLIQUES': '30', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Corredor: 1', 'Cozinha(s): 1', 'Despensa(s): 1', 'Hall de Entrada: 1', 'Número de pisos: 1', 'Sala(s): 1', 'Total quarto(s): 2', 'Varandas: 1'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Banco', 'Centro Comercial', 'Centro da Cidade', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Orientação Solar: Nascente/Poente', 'Posto de Combustível', 'Transportes Públicos', 'Vista para Cidade'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Combinado', 'Elevador', 'Exaustor', 'Forno', 'Frigorífico', 'Isolamento Acústico', 'Isolamento Térmico', 'Janelas Alumínio', 'Ligação Wi-fi', 'Microondas', 'Placa de Indução', 'Poliban/Base de Duche: 2', 'Roupeiros: 2', 'Video Porteiro: 1', 'Vidros Duplos'], 'conforto-e-lazer': ['Contemporâneo', 'Cosmopolita', 'Luz Natural'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2026-01-31', 'Piso: 4'], 'areas': ['Área Bruta: 94.20', 'Área de arrecadação: 72.00', 'Área Varanda: 3.50'], 'infraestruturas': ['Acesso Mobilidade Reduzida', 'Acesso Pavimentado', 'Arrecadação: 1']};{'lat': '41.1411939167', 'long': '-8.6085091597'};https://casa.sapo.pt/comprar-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-7844291f-6ef7-11f0-9e61-060000000056.html;"724.000 €
782.000 €
-7,42%";IMOJOY Real Estate
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '70m²', 'ÁREA BRUTA': '90m²', 'ANO DE CONSTRUÇÃO': '2027', 'REFERÊNCIA': 'CasaSAPO_34124', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '410', 'CLIQUES': '11', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Centro da Cidade', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Estação Ferroviária', 'Estação Rodoviária', 'Estacionamento', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Metro', 'Polícia', 'Transportes Públicos'], 'equipamentos': ['Caixilharia corte térmico', 'Elevador: 3', 'Fogão', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Poliban/Base de Duche', 'Porta Alta Segurança', 'Porta Corta Fogo', 'Pré-instalação ar condicionado', 'Pré-instalação carregamento elétrico de veículos', 'Video Porteiro', 'Vidros Duplos'], 'conforto-e-lazer': ['Cosmopolita', 'Luz Natural'], 'extras': ['Fim da construção: 2027-01-15', 'Inicio da construção: 2026-01-15', 'Piso: 1'], 'areas': ['Área Bruta: 90.00', 'Área Útil: 70.00', 'Área Terraço: 20.00'], 'infraestruturas': ['Garagem: 1', 'Terraço']};{'lat': '41.15157', 'long': '-8.56675'};https://casa.sapo.pt/comprar-apartamento-t2-porto-campanha-20fef93a-992c-11f0-9e61-060000000056.html;280.000 €;Dils Portugal
Apartamento T0 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '55m²', 'ANO DE CONSTRUÇÃO': '2027', 'REFERÊNCIA': 'CasaSAPO_APTMC017', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '3 480', 'CLIQUES': '48', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Cozinha(s): 1', 'Open Space: 1', 'Sala(s): 1', 'Total quarto(s): Não'], 'zona-envolvente': ['Aeroporto', 'Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Biblioteca', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Estação Ferroviária', 'Estação Rodoviária', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Universidade', 'Vista para Cidade', 'Zona Comercial', 'Zona Histórica'], 'equipamentos': ['Isolamento Acústico', 'Isolamento Térmico', 'Placa de Indução', 'Poliban/Base de Duche: 1', 'Video Porteiro', 'Vidros Duplos'], 'conforto-e-lazer': ['Luz Natural'], 'extras': ['Fim da construção: 2027-06-30', 'Piso: 1'], 'areas': ['Área Bruta: 55.10']};{'lat': '41.1552889156', 'long': '-8.6054112972'};https://casa.sapo.pt/comprar-apartamento-t0-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-b547098e-8d24-11ee-a521-060000000056.html;229.540 €;IMOJOY Real Estate
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '64m²', 'ÁREA BRUTA': '120m²', 'REFERÊNCIA': 'CasaSAPO_26769', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '992', 'CLIQUES': '13', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Sala(s): 1', 'Total quarto(s): 1', 'Varandas: 2'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Banco', 'Escola', 'Espaços Verdes', 'Farmácia', 'Ginásio', 'Mercado', 'Posto de Combustível', 'Transportes Públicos'], 'extras': ['Piso: -1'], 'areas': ['Área Bruta: 120.90', 'Área de Logradouro: 46.70', 'Área Útil: 64.40', 'Área Varanda: 4.90', 'Área Varanda: 4.90'], 'infraestruturas': ['Logradouro']};{'lat': '41.1545', 'long': '-8.60598'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-carvalhosa-(cedofeita)-a2d61b91-0951-11ef-bf55-060000000056.html;"334.990 €
349.990 €
-4,29%";Dils Portugal
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em projecto', 'ÁREA ÚTIL': '140m²', 'ÁREA BRUTA': '140m²', 'REFERÊNCIA': 'CasaSAPO_28250', 'CERTIFICAÇÃO ENERGÉTICA': 'A+', 'VISUALIZAÇÕES': '1 211', 'CLIQUES': '13', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Cozinha(s): 1', 'Hall de Entrada: 1', 'Sala(s): 1', 'Total quarto(s): 3'], 'zona-envolvente': ['Auto-Estrada', 'Banco', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos'], 'equipamentos': ['Ar Condicionado', 'Elevador'], 'extras': ['Piso: 9'], 'areas': ['Área Bruta: 140.20', 'Área Útil: 140.20'], 'infraestruturas': ['Arrecadação', 'Garagem: 1', 'Jardim', 'Parque infantil', 'Piscina Comum', 'Terraço']};{'lat': '41.163911', 'long': '-8.5882543'};https://casa.sapo.pt/comprar-apartamento-t3-porto-campanha-alameda-antas-69933edf-7b25-11ef-9e61-060000000056.html;710.000 €;Dils Portugal
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '79m²', 'ANO DE CONSTRUÇÃO': '2025', 'REFERÊNCIA': 'CasaSAPO_APTADF148', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '6 774', 'CLIQUES': '42', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Cozinha(s): 1', 'Hall de Quartos: 1', 'Open Space', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Centro Comercial', 'Centro da Cidade', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Mercado', 'Metro', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Vista para Cidade', 'Zona Histórica'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Combinado', 'Elevador', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Placa de Indução', 'Poliban/Base de Duche', 'Roupeiros', 'Vidros Duplos'], 'conforto-e-lazer': ['Contemporâneo', 'Cosmopolita', 'Luz Natural'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2025-12-31', 'Piso: 4'], 'areas': ['Área Bruta: 79.70'], 'infraestruturas': ['Acesso Pavimentado', 'Arrecadação']};{'lat': '41.1582311513', 'long': '-8.6170970209'};https://casa.sapo.pt/comprar-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-75a6813b-3ca9-11f0-9e61-060000000056.html;"395.000 €
420.000 €
-5,95%";IMOJOY Real Estate
