descricao;dados_imovel;caracteristicas;coordenadas;link;preco;anunciante
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '88m²', 'ÁREA BRUTA': '105m²', 'REFERÊNCIA': 'CasaSAPO_IMM2-34-24-AT', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '100', 'CLIQUES': '12', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 2', 'Casa(s) de Banho: 3', 'Número de pisos: 1', 'Varandas', 'Lavandaria', 'Sala(s): 1'], 'zona-envolvente': ['Espaços Verdes', 'Vista para Cidade', 'Transportes Públicos', 'Bombeiros', 'Farmácia', 'Hipermercado'], 'equipamentos': ['Aspiração Central', 'Porta Blindada', 'Roupeiros', 'Video Porteiro', 'Domótica', 'Vidros Duplos', 'Isolamento Térmico', 'Isolamento Acústico', 'Ar Condicionado', 'Banheira', 'Exaustor', 'Combinado', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Microondas', 'Placa Vitrocerâmica', 'Elevador', 'Portão Eléctrico'], 'finalidade': ['Comercial'], 'areas': ['Área Útil: 88.33', 'Área Bruta: 105.25', 'Área de Terreno: 16.92'], 'servicos': ['Água', 'Luz', 'Saneamento público'], 'infraestruturas': ['Garagem']};{'lat': '41.1787831749', 'long': '-8.6184310913'};https://casa.sapo.pt/comprar-apartamento-t2-porto-paranhos-0b21a511-0b85-11f0-8add-060000000054.html;363.100 €;IMMOPO Real Estate
Apartamento T2 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '103m²', 'ÁREA BRUTA': '185m²', 'ANO DE CONSTRUÇÃO': '2027', 'REFERÊNCIA': 'CasaSAPO_ZMPT578259', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '100', 'CLIQUES': '10', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 2', 'Casa(s) de Banho: 2', 'Número de pisos: 1'], 'extras': ['Fim da construção: 2027-01-01'], 'areas': ['Área Útil: 103.00', 'Área Bruta: 185.00']};{'lat': '41.1746707548', 'long': '-8.6326505312'};https://casa.sapo.pt/comprar-apartamento-t2-porto-ramalde-d231819b-8430-11f0-8add-060000000054.html;679.000 €;Zomeit
Apartamento T0 para comprar no Porto;{'ESTADO': 'Renovado', 'ÁREA ÚTIL': '56m²', 'ÁREA BRUTA': '86m²', 'REFERÊNCIA': 'CasaSAPO_101391', 'CERTIFICAÇÃO ENERGÉTICA': 'B-', 'VISUALIZAÇÕES': '30', 'CLIQUES': '4', 'PUBLICADO EM': '04/12/2025'};{'divisoes': ['Casa(s) de Banho: 1', 'Sala(s): 1', 'Total quarto(s): Não'], 'zona-envolvente': ['Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos'], 'extras': ['Piso: Não'], 'areas': ['Área Bruta: 86.00', 'Área Útil: 56.00', 'Área Terraço: 30.00']};{'lat': '41.14961', 'long': '-8.59624'};https://casa.sapo.pt/comprar-apartamento-t0-porto-bonfim-f5d468b8-d106-11f0-9e61-060000000056.html;280.000 €;Condelix - Mediação Imobiliária, Unipessoal, Lda
Apartamento T3 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA BRUTA': '120m²', 'REFERÊNCIA': 'CasaSAPO_85948679', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '50', 'CLIQUES': '6', 'PUBLICADO EM': '20/11/2025'};{'divisoes': ['Total quarto(s): 3', 'Casa(s) de Banho: 1', 'Número de pisos: 1'], 'equipamentos': ['Elevador'], 'areas': ['Área Bruta: 120.00']};{'lat': '41.15261', 'long': '-8.64815'};https://casa.sapo.pt/comprar-apartamento-t3-porto-lordelo-do-ouro-e-massarelos-5bc493dc-c5e1-11f0-b3d3-060000000057.html;1.000.000 €;eXp Portugal
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '120m²', 'ÁREA BRUTA': '345m²', 'REFERÊNCIA': 'CasaSAPO_122.25(1)', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '52', 'CLIQUES': '13', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 3'], 'equipamentos': ['Elevador'], 'extras': ['Piso: 1'], 'areas': ['Área Bruta: 345.00', 'Área de Garagem: 25.00', 'Área do jardim: 200.00', 'Área Útil: 120.00'], 'infraestruturas': ['Garagem']};{'lat': '41.1634404465', 'long': '-8.6590390448'};https://casa.sapo.pt/comprar-apartamento-t3-porto-lordelo-do-ouro-e-massarelos-4ad51e35-add4-11f0-9379-060000000058.html;950.000 €;Empril - Sociedade de Mediação Imobiliária
Apartamento T2 para comprar no Porto;{'ESTADO': 'Usado', 'ÁREA BRUTA': '88m²', 'ANO DE CONSTRUÇÃO': '2026', 'REFERÊNCIA': 'CasaSAPO_125511099-61', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '88', 'CLIQUES': '8', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Número de pisos: 1', 'Total quarto(s): 2'], 'extras': ['Fim da construção: 2026-01-01'], 'areas': ['Área Bruta: 88.00', 'Área de Terreno: 92.00']};{'lat': '41.16791', 'long': '-8.618562'};https://casa.sapo.pt/comprar-apartamento-t2-porto-paranhos-147f6afb-da4b-11ef-8add-060000000054.html;365.900 €;RE/MAX Talent - Maxgroup
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '53m²', 'ÁREA BRUTA': '79m²', 'ANO DE CONSTRUÇÃO': '2027', 'REFERÊNCIA': 'CasaSAPO_35149', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '70', 'CLIQUES': '8', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Sala(s): 1', 'Total quarto(s): 1'], 'zona-envolvente': ['Aeroporto', 'Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Auto-Estrada', 'Banco', 'Biblioteca', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Centro de Saúde', 'Comércio Tradicional', 'Distância aeroporto: 15 min', 'Distância escola: 1 min', 'Distância metro: 5 min', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Orientação Solar: Nascente/Poente', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Universidade', 'Vista para Cidade', 'Zona Comercial', 'Zona Histórica'], 'seguranca': ['Vídeo vigilância'], 'equipamentos': ['Ar Condicionado', 'Carregamento eléctrico de veículos', 'Elevador: 1', 'Isolamento Acústico', 'Isolamento Térmico', 'Porta Alta Segurança', 'Porta automática', 'Video Porteiro', 'Vidros Duplos'], 'conforto-e-lazer': ['Contemporâneo', 'Cosmopolita', 'Histórico', 'Luz Natural'], 'extras': ['Fim da construção: 2027-03-31', 'Inicio da construção: 2025-10-01', 'Piso: 2'], 'areas': ['Área Bruta: 79.00', 'Área Útil: 53.00', 'Área do jardim: 26.00'], 'infraestruturas': ['Acesso Mobilidade Reduzida', 'Garagem: 1', 'Terraço']};{'lat': '41.15658', 'long': '-8.62517'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-boavista-(cedofeita)-c16563e0-ba29-11f0-9e61-060000000056.html;500.000 €;Dils Portugal
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '80m²', 'ÁREA BRUTA': '94m²', 'REFERÊNCIA': 'CasaSAPO_CC-APA_1104_I', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '302', 'CLIQUES': '23', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Sala(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Auto-Estrada', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Conservação: Não se aplica', 'Piso: 3'], 'areas': ['Área Bruta: 94.00', 'Área Útil: 80.00'], 'infraestruturas': ['Garagem']};{'lat': '41.16013', 'long': '-8.59455'};https://casa.sapo.pt/comprar-apartamento-t2-porto-bonfim-antas-2a2a310d-4d04-11f0-b3d3-060000000057.html;335.000 €;CleverChance
Apartamento T2 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA BRUTA': '78m²', 'REFERÊNCIA': 'CasaSAPO_86406193', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '88', 'CLIQUES': '10', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 2', 'Casa(s) de Banho: 1', 'Número de pisos: 1'], 'equipamentos': ['Ar Condicionado', 'Domótica', 'Elevador'], 'areas': ['Área Bruta: 78.00']};{'lat': '41.16102', 'long': '-8.58676'};https://casa.sapo.pt/comprar-apartamento-t2-porto-campanha-3cfc7506-b626-11f0-b3d3-060000000057.html;375.792 €;eXp Portugal
Apartamento T3 para comprar no Porto;{'ESTADO': 'Renovado', 'ÁREA ÚTIL': '206m²', 'ÁREA BRUTA': '215m²', 'REFERÊNCIA': 'CasaSAPO_98467', 'CERTIFICAÇÃO ENERGÉTICA': 'B', 'VISUALIZAÇÕES': '1 934', 'CLIQUES': '31', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Lavandaria', 'Open Space', 'Sala(s): 1', 'Suite(s): 1', 'Total quarto(s): 3', 'Varandas'], 'zona-envolvente': ['Espaços Verdes', 'Transportes Públicos'], 'equipamentos': ['Aquecimento Central', 'Combinado', 'Elevador', 'Estores Electricos', 'Exaustor', 'Forno', 'Gás Canalizado', 'Microondas', 'Placa de Indução', 'Porta Alta Segurança', 'Roupeiros', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: 3'], 'areas': ['Área Bruta: 215.72', 'Área Útil: 206.00'], 'infraestruturas': ['Garagem: 1']};{'lat': '41.1455372075', 'long': '-8.6688003093'};https://casa.sapo.pt/comprar-apartamento-t3-porto-aldoar-foz-do-douro-e-nevogilde-67873b09-4fb7-11ed-a521-060000000056.html;1.200.000 €;Condelix - Mediação Imobiliária, Unipessoal, Lda
Apartamento T3 para comprar no Porto;{'ESTADO': 'Usado', 'ÁREA ÚTIL': '142m²', 'ÁREA BRUTA': '153m²', 'ANO DE CONSTRUÇÃO': '1995', 'REFERÊNCIA': 'CasaSAPO_ZMPT582448', 'CERTIFICAÇÃO ENERGÉTICA': 'E', 'VISUALIZAÇÕES': '71', 'CLIQUES': '9', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 3', 'Casa(s) de Banho: 2', 'Número de pisos: 1'], 'extras': ['Fim da construção: 1995-01-01'], 'areas': ['Área Útil: 142.00', 'Área Bruta: 153.00']};{'lat': '41.1449296395', 'long': '-8.6201689101'};https://casa.sapo.pt/comprar-apartamento-t3-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-f338ce5d-bffa-11f0-8add-060000000054.html;785.000 €;Zomeit
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '170m²', 'ÁREA BRUTA': '206m²', 'REFERÊNCIA': 'CasaSAPO_APA_53233_2A', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '108', 'CLIQUES': '11', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 4', 'Número de pisos', 'Sala(s): 2', 'Total quarto(s): 3', 'Casa de banho de serviço: 1', 'Closet', 'Cozinha(s): 1', 'Sala(s) de Jantar: 1', 'Varandas: 3'], 'zona-envolvente': ['Auto-Estrada', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Piso: 2'], 'areas': ['Área de Quarto: 19.00', 'Área de Casa de Banho: 4.00', 'Área de Casa de Banho: 4.00', 'Área de Sala: 30.00', 'Área de Sala: 16.00', 'Área Bruta: 206.00', 'Área Útil: 170.00', 'Área de Quarto: 17.50', 'Área de Quarto: 15.60', 'Área de Casa de Banho: 5.20', 'Área de Casa de Banho: 2.00'], 'infraestruturas': ['Garagem: 2']};{'lat': '41.1554507345', 'long': '-8.6412367218'};https://casa.sapo.pt/comprar-apartamento-t3-porto-lordelo-do-ouro-e-massarelos-10db3d34-73b8-11f0-a52b-060000000058.html;1.330.000 €;Garvetur
Apartamento T1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '41m²', 'ÁREA BRUTA': '52m²', 'REFERÊNCIA': 'CasaSAPO_DO3776JMC', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '427', 'CLIQUES': '25', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Total quarto(s): 1', 'Varandas'], 'equipamentos': ['Elevador', 'Porta Alta Segurança', 'Termoacumulador', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: 1'], 'areas': ['Área Bruta: 52.00', 'Área Útil: 41.00'], 'infraestruturas': ['Arrecadação']};{'lat': '41.1520256584', 'long': '-8.6050936838'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-a820ce42-34c4-11f0-8add-060000000054.html;215.000 €;100 DOMUS
Apartamento T1 para comprar no Porto;{'ÁREA ÚTIL': '46m²', 'ÁREA BRUTA': '98m²', 'ANO DE CONSTRUÇÃO': '2019', 'REFERÊNCIA': 'CasaSAPO_QRE000091', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '36', 'CLIQUES': '5', 'PUBLICADO EM': '28/11/2025'};{'divisoes': ['Total quarto(s): 1', 'Casa(s) de Banho: 4', 'Número de pisos: 4'], 'extras': ['Fim da construção: 2019-01-01'], 'areas': ['Área Útil: 46.25', 'Área Bruta: 98.00']};{'lat': '41.158662101', 'long': '-8.606525175'};https://casa.sapo.pt/comprar-apartamento-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-8d0f11cb-cbed-11f0-bd5e-060000000058.html;325.000 €;Quantic Real Estate
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '81m²', 'REFERÊNCIA': 'CasaSAPO_87099', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '193', 'CLIQUES': '7', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de Banho Partilhada: 1', 'Casa de Banho Privativa: 1', 'Casa(s) de Banho: 2', 'Corredor', 'Cozinha(s)', 'Hall de Entrada', 'Sala(s): 1', 'Suite(s): 1', 'Total quarto(s): 2', 'Varandas'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Banco', 'Centro Comercial', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Mercado', 'Metro', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Vista para Cidade', 'Zona Comercial'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Combinado', 'Elevador: 3', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Máquina de Secar Roupa', 'Microondas', 'Placa de Indução', 'Porta Alta Segurança', 'Vidros Duplos'], 'conforto-e-lazer': ['Luz Natural'], 'extras': ['Conservação: Excelente', 'Piso: 7'], 'areas': ['Área de Quarto: 10.00', 'Área de Casa de Banho: 4.00', 'Área de Casa de Banho: 5.00', 'Área de Sala: 16.00', 'Área Bruta: 81.00', 'Área Bruta Privativa: 81.00', 'Área de Cozinha: 6.00', 'Área de Suite: 13.00', 'Área Varanda: 31.00'], 'infraestruturas': ['Arrecadação', 'Garagem: 1', 'Ginásio', 'Jardim', 'Parque infantil']};{'lat': '41.1514344566', 'long': '-8.5978036286'};https://casa.sapo.pt/comprar-apartamento-t2-porto-bonfim-f6a4bbbb-0325-11f0-9621-060000000058.html;438.500 €;JLL Residential
Apartamento T2+1 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '102m²', 'ÁREA BRUTA': '117m²', 'REFERÊNCIA': 'CasaSAPO_APA_222_G', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '74', 'CLIQUES': '10', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de banho de serviço', 'Casa(s) de Banho: 2', 'Cozinha(s)', 'Escritório(s)', 'Hall de Entrada', 'Sala(s): 1', 'Suite(s)', 'Total quarto(s): 2', 'Varandas: 1', 'Total quarto(s) interiores: 1'], 'zona-envolvente': ['Auto-Estrada', 'Banco', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Centro de Saúde', 'Comércio Tradicional', 'Distância metro', 'Escola', 'Espaços Verdes', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Hospital', 'Mercado', 'Metro', 'Piscinas', 'Polícia', 'Posto de Combustível', 'Praça Táxis', 'Transportes Públicos', 'Universidade', 'Zona Comercial'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Elevador', 'Porta Alta Segurança', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: 3'], 'areas': ['Área de Quarto: 15.80', 'Área de Quarto: 11.10', 'Área de Casa de Banho: 5.30', 'Área de Casa de Banho: 3.20', 'Área de Sala: 25.30', 'Área Bruta: 117.20', 'Área Útil: 102.00', 'Área quarto(s) interiores: 5.20']};{'lat': '41.1503311082', 'long': '-8.6156931607'};https://casa.sapo.pt/comprar-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-rua-da-torrinha-258265b8-fe75-11ef-9e0e-060000000057.html;700.000 €;Paula Santos | Real Estate
Apartamento T2 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '120m²', 'ÁREA BRUTA': '120m²', 'REFERÊNCIA': 'CasaSAPO_SAVPRT11819_B(BA)', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '546', 'CLIQUES': '52', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa de banho de serviço', 'Casa de Banho Partilhada: 1', 'Casa de Banho Privativa: 1', 'Casa(s) de Banho: 3', 'Hall de Entrada', 'Hall de Quartos', 'Kitchenette', 'Lavandaria', 'Número de pisos: 1', 'Sala(s): 1', 'Suite(s): 1', 'Total quarto(s): 2'], 'zona-envolvente': ['Escola', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Piso: Não'], 'areas': ['Área de Quarto: 16.46', 'Área de Quarto: 9.71', 'Área de Casa de Banho: 3.74', 'Área de Casa de Banho: 5.22', 'Área de Casa de Banho: 3.13', 'Área de Sala: 30.96', 'Área Bruta: 120.04', 'Área de arrecadação: 2.64', 'Área de Cozinha: 8.10', 'Área de Garagem: 12.62', 'Área Útil: 120.04', 'Área Bruta Privativa: 80.15'], 'infraestruturas': ['Arrecadação: 1', 'Garagem: 1']};{'lat': '41.17555', 'long': '-8.6338'};https://casa.sapo.pt/comprar-apartamento-t2-porto-ramalde-nossa-senhora-do-porto-d6df4d04-775a-11ef-894a-060000000058.html;445.000 €;Savills Portugal
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '139m²', 'REFERÊNCIA': 'CasaSAPO_APA_939_G', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '56', 'CLIQUES': '10', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Total quarto(s): 3', 'Sala(s): 1'], 'zona-envolvente': ['Centro da Cidade', 'Escola', 'Farmácia', 'Hipermercado', 'Transportes Públicos'], 'equipamentos': ['Elevador'], 'extras': ['Piso: 3'], 'areas': ['Área Bruta: 139.08'], 'infraestruturas': ['Garagem']};{'lat': '41.16253', 'long': '-8.61908'};https://casa.sapo.pt/comprar-apartamento-t3-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-b1d522cc-bf21-11f0-9e61-060000000056.html;695.000 €;INVEST CONSULTING
Apartamento T2 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '96m²', 'ÁREA BRUTA': '96m²', 'REFERÊNCIA': 'CasaSAPO_DO2884_6PS (2)', 'CERTIFICAÇÃO ENERGÉTICA': 'C', 'VISUALIZAÇÕES': '118', 'CLIQUES': '13', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 2', 'Sala(s): 1', 'Total quarto(s): 2'], 'equipamentos': ['Elevador', 'Porta Alta Segurança', 'Termoacumulador', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Piso: 4'], 'areas': ['Área de Quarto: 12.34', 'Área de Quarto: 14.76', 'Área de Casa de Banho: 5.58', 'Área de Sala: 35.80', 'Área Bruta: 96.00', 'Área Útil: 96.00']};{'lat': '41.1513344731', 'long': '-8.6061522058'};https://casa.sapo.pt/comprar-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria-fe8ab3f8-ae5c-11f0-8add-060000000054.html;345.000 €;100 DOMUS
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '129m²', 'ÁREA BRUTA': '274m²', 'REFERÊNCIA': 'CasaSAPO_MN_ZG_110475_AI', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '721', 'CLIQUES': '12', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Total quarto(s): 3'], 'zona-envolvente': ['Auto-Estrada', 'Centro da Cidade', 'Escola', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos'], 'extras': ['Piso: 5'], 'areas': ['Área Bruta: 274.00', 'Área Útil: 129.00', 'Área Varanda: 6.00', 'Área Terraço: 139.00']};{'lat': '41.15012', 'long': '-8.59151'};https://casa.sapo.pt/comprar-apartamento-t3-porto-bonfim-81ff3aae-8ca6-11ef-8359-060000000051.html;560.000 €;ZuGruppe - The Velvet Return
Apartamento T2 para comprar no Porto;{'ESTADO': 'Novo', 'ÁREA ÚTIL': '99m²', 'ÁREA BRUTA': '146m²', 'ANO DE CONSTRUÇÃO': '2027', 'REFERÊNCIA': 'CasaSAPO_ZMPT573807', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '211', 'CLIQUES': '9', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 1', 'Número de pisos: 1', 'Total quarto(s): 2'], 'extras': ['Fim da construção: 2027-01-01'], 'areas': ['Área Útil: 99.00', 'Área Bruta: 146.00']};{'lat': '41.1792590925', 'long': '-8.6279721448'};https://casa.sapo.pt/comprar-apartamento-t2-porto-ramalde-3957911d-e3f4-11ef-8add-060000000054.html;462.000 €;Zomeit
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA ÚTIL': '202m²', 'ÁREA BRUTA': '316m²', 'REFERÊNCIA': 'CasaSAPO_APA_966_P', 'CERTIFICAÇÃO ENERGÉTICA': 'A', 'VISUALIZAÇÕES': '36', 'CLIQUES': '3', 'PUBLICADO EM': '04/12/2025'};{'divisoes': ['Casa(s) de Banho: 4', 'Lavabo', 'Sala(s): 1', 'Total quarto(s): 3', 'Varandas: 1'], 'zona-envolvente': ['Ampla Oferta de Serviços', 'Auto-Estrada', 'Bombeiros', 'Centro Comercial', 'Centro da Cidade', 'Centro de Saúde', 'Comércio Tradicional', 'Escola', 'Espaços Verdes', 'Excelentes Acessos', 'Farmácia', 'Ginásio', 'Hipermercado', 'Perto da praia', 'Polícia', 'Transportes Públicos', 'Vista para Cidade', 'Vista para Jardim', 'Vista para Mar'], 'seguranca': ['Vídeo vigilância'], 'equipamentos': ['Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Carregamento eléctrico de veículos', 'Combinado', 'Detector de Incêndio', 'Detector de Intrusão', 'Detector de Inundação', 'Domótica', 'Elevador', 'Estores Electricos', 'Exaustor', 'Forno', 'Isolamento Acústico', 'Isolamento Térmico', 'Máquina de Lavar Louça', 'Microondas', 'Painéis Fotovoltaicos', 'Piso Radiante: elétrico', 'Placa de Indução', 'Porta Alta Segurança', 'Roupeiros embutidos', 'Video Porteiro', 'Vidros Duplos'], 'areas': ['Área Bruta: 316.28', 'Área Útil: 202.12'], 'infraestruturas': ['Garagem', 'Ginásio', 'Jardim']};{'lat': '41.1658', 'long': '-8.67756'};https://casa.sapo.pt/comprar-apartamento-t3-porto-aldoar-foz-do-douro-e-nevogilde-7f6e119a-d14a-11f0-9e61-060000000056.html;1.850.000 €;INVEST CONSULTING
Apartamento T3 para comprar no Porto;{'ESTADO': 'Em construção', 'ÁREA BRUTA': '205m²', 'ANO DE CONSTRUÇÃO': '2026', 'REFERÊNCIA': 'CasaSAPO_SAFTI:006838', 'CERTIFICAÇÃO ENERGÉTICA': 'Isento', 'VISUALIZAÇÕES': '225', 'CLIQUES': '15', 'PUBLICADO EM': 'há mais de um mês'};{'divisoes': ['Casa(s) de Banho: 3', 'Sala(s): 1', 'Total quarto(s): 3', 'Lavabo', 'Casa de banho de serviço: 1', 'Casa de Banho Privativa', 'Closet', 'Cozinha(s)', 'Hall de Entrada', 'Hall de Quartos', 'Sala(s) de Jantar', 'Suite(s): 2', 'Varandas'], 'zona-envolvente': ['Auto-Estrada', 'Centro da Cidade', 'Escola', 'Espaços Verdes', 'Farmácia', 'Hipermercado', 'Polícia', 'Transportes Públicos', 'Ampla Oferta de Serviços', 'Áreas de Lazer Infantil', 'Banco', 'Distância escola: 400', 'Estacionamento', 'Estacionamento Público', 'Excelentes Acessos', 'Hospital', 'Metro', 'Posto de Combustível', 'Universidade', 'Zona Comercial'], 'seguranca': ['Vídeo vigilância'], 'equipamentos': ['Elevador', 'Ar Condicionado', 'Bomba de calor', 'Caixilharia corte térmico', 'Forno', 'Frigorífico', 'Ligação Wi-fi', 'Máquina de Lavar Louça', 'Máquina de Lavar Roupa', 'Microondas', 'Placa Vitrocerâmica', 'Porta Blindada', 'Video Porteiro', 'Vidros Duplos'], 'extras': ['Conservação: Excelente', 'Fim da construção: 2026-12-01', 'Inicio da construção: 2024-12-02'], 'areas': ['Área Bruta: 205.30', 'Área de Garagem: 35.00', 'Área Varanda: 15.80'], 'infraestruturas': ['Garagem']};{'lat': '41.1648555772', 'long': '-8.6471719341'};https://casa.sapo.pt/comprar-apartamento-t3-porto-ramalde-4dbb1203-4066-11f0-b3d3-060000000057.html;740.000 €;SAFTI Portugal
